


      Monthly sea levels for SOLOMON ISLANDS
      --------------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
       12 2010     0     7440      0.301      1.298      0.817     0.236
        1 2011     0     7440      0.276      1.198      0.803     0.227
        2 2011     0     6720      0.398      1.267      0.877     0.193
        3 2011     0     7440      0.504      1.319      0.890     0.162
        4 2011     0     7200      0.474      1.270      0.872     0.174
        5 2011     0     7440      0.318      1.263      0.813     0.203
        6 2011     0     7200      0.230      1.165      0.756     0.220
        7 2011     0     7440      0.227      1.157      0.714     0.217
        8 2011     0     7440      0.240      1.070      0.692     0.182
        9 2011     0     7200      0.382      1.134      0.749     0.163
       10 2011     0     7440      0.417      1.264      0.813     0.190
       11 2011   476     6724      0.291      1.254      0.806     0.215
       12 2011   996     6444      0.346      1.325      0.853     0.239
        1 2012     0     7440      0.412      1.267      0.893     0.219
        2 2012     0     6960      0.484      1.294      0.927     0.192
        3 2012     0     7440      0.595      1.329      0.936     0.171
        4 2012     0     7200      0.447      1.208      0.830     0.173
        5 2012     0     7440      0.356      1.240      0.805     0.195
        6 2012     0     7200      0.249      1.184      0.723     0.215
        7 2012     0     7440      0.171      1.111      0.667     0.213
        8 2012     0     7440      0.181      0.925      0.625     0.175
        9 2012     0     7200      0.354      0.986      0.651     0.146
       10 2012     0     7440      0.244      1.060      0.647     0.170
       11 2012     0     7200      0.191      1.120      0.697     0.210
       12 2012     0     7440      0.151      1.172      0.718     0.230
        1 2013     0     7440      0.234      1.176      0.756     0.210
        2 2013     0     6720      0.221      1.018      0.707     0.182
        3 2013     0     7440      0.480      1.157      0.822     0.155
        4 2013     0     7200      0.427      1.206      0.822     0.172
        5 2013     0     7440      0.333      1.180      0.794     0.193
        6 2013     0     7200      0.202      1.134      0.734     0.200
        7 2013     0     7440      0.179      1.039      0.675     0.195
        8 2013     0     7440      0.279      1.004      0.681     0.172
        9 2013     0     7200      0.363      1.030      0.678     0.153
       10 2013     0     7440      0.332      1.047      0.658     0.157
       11 2013   686     6514      0.256      1.127      0.718     0.197
       12 2013     0     7440      0.269      1.176      0.754     0.222
        1 2014     0     7440      0.237      1.202      0.752     0.216
