


      Monthly sea levels for KIRIBATI
      -------------------------------

      Mth Year  Gaps     Good     Minimum    Maximum     Mean     St Devn
        5 2017     0     7440      0.553      2.799      1.656     0.491
        6 2017     0     7200      0.590      2.877      1.661     0.483
        7 2017     0     7440      0.662      2.796      1.688     0.465
        8 2017     0     7440      0.671      2.829      1.701     0.479
        9 2017     0     7200      0.606      2.720      1.646     0.513
       10 2017   785     6655      0.596      2.777      1.652     0.499
       11 2017     0     7200      0.608      2.929      1.742     0.512
       12 2017     0     7440      0.608      3.000      1.765     0.504
        1 2018     0     7440      0.554      2.977      1.700     0.513
        2 2018     0     6720      0.572      2.909      1.762     0.505
        3 2018     0     7440      0.636      2.917      1.754     0.544
        4 2018     0     7200      0.693      2.813      1.738     0.517
        5 2018     0     7440      0.687      2.881      1.718     0.491
        6 2018     0     7200      0.692      2.859      1.697     0.469
        7 2018     0     7440      0.721      2.908      1.736     0.484
        8 2018     0     7440      0.655      2.928      1.779     0.502
        9 2018     0     7200      0.637      2.954      1.811     0.524
       10 2018     0     7440      0.746      2.927      1.803     0.511
       11 2018     0     7200      0.767      2.899      1.814     0.500
       12 2018     0     7440      0.716      2.897      1.814     0.479
        1 2019     0     7440      0.755      2.956      1.851     0.493
        2 2019     0     6720      0.658      3.146      1.784     0.519
        3 2019     0     7440      0.562      2.910      1.731     0.503
        4 2019  1528     5672      0.654      2.834      1.712     0.523
        5 2019     0     7440      0.705      2.784      1.702     0.490
        6 2019  1420     5780      0.786      2.760      1.691     0.486
        7 2019     0     7440      0.730      2.903      1.757     0.478
        8 2019     0     7440      0.638      2.956      1.786     0.514
        9 2019     0     7200      0.622      2.958      1.815     0.525
       10 2019     0     7440      0.629      2.912      1.749     0.518
       11 2019     0     7200      0.811      2.928      1.776     0.490
       12 2019     0     7440      0.872      2.856      1.828     0.474
        1 2020     0     7440      0.717      2.893      1.801     0.481
        2 2020     0     6960      0.673      3.017      1.773     0.502
        3 2020     0     7440      0.472      2.959      1.648     0.509
        4 2020     0     7200      0.443      2.819      1.616     0.509
        5 2020     0     7440      0.528      2.801      1.645     0.485
        6 2020     0     7200      0.657      2.722      1.662     0.466
        7 2020     0     7440      0.716      2.719      1.667     0.463
        8 2020     0     7440      0.576      2.868      1.664     0.494
        9 2020     0     7200      0.505      2.874      1.676     0.512
       10 2020     0     7440      0.434      2.896      1.675     0.530
       11 2020     0     7200      0.582      3.018      1.682     0.500
       12 2020     0     7440      0.691      2.898      1.690     0.473
        1 2021     2     7438      0.650      2.809      1.638     0.488
        2 2021     6     6714      0.592      2.945      1.699     0.495
        3 2021    87     7353      0.561      2.955      1.722     0.554
        4 2021   159     7041      0.618      2.939      1.732     0.526
        5 2021     0     7440      0.646      2.864      1.706     0.471
        6 2021   115     7085      0.699      2.842      1.681     0.457
        7 2021     0     7440      0.685      2.716      1.674     0.445
        8 2021     3     7437      0.746      2.757      1.692     0.460
        9 2021  1912     5288      0.590      2.745      1.636     0.491
